ID	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29
miR-518c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-518d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-518e	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
miR-518f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-518f*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-519a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	128	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
miR-519b-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-519c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
miR-519c-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
miR-519d	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-519e*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-520a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-520a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-520c-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-520d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-520d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-520e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-520f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-520g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-520h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
miR-522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-524-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-525-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-525-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-526b	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-526b*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-532-3p	4	4	8	23	4	3	0	9	5	46	9	56	54	90	0	108	77	84	161	231	75	145	34	34	28	73	31	4	21	7	31	5	1	13	1	14	0	1	4	2	26	0	72	21	0	9	0	63	0	59	0	43	2	124	9	32	1	5
miR-532-5p	4	0	14	68	10	0	0	7	2	81	51	36	35	7	1	227	89	63	277	89	19	201	18	29	26	205	17	12	0	9	27	2	3	87	3	3	2	1	3	1	3	7	166	14	7	15	3	29	2	178	1	28	1	1245	13	18	1	0
miR-539	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-542-3p	1	39	4	54	18	10	3	162	2	126	25	36	19	76	1	193	1230	213	237	60	384	112	65	30	27	1012	213	66	1	6	59	4	2	3	2	5	4	10	8	6	117	3	154	16	6	81	1	60	1	130	0	85	0	6	84	55	1	1
miR-542-5p	0	10	3	10	15	4	0	108	1	71	4	13	30	12	1	61	64	23	36	30	39	84	34	13	7	337	26	15	2	1	2	2	0	2	0	0	0	0	1	1	11	2	31	2	0	3	1	5	1	33	0	5	1	4	1	6	1	0
miR-543	0	2	1	9	3	0	0	0	1	6	6	2	2	0	0	2	16	11	25	6	13	4	1	0	2	26	3	1	2	1	5	0	0	1	0	1	0	0	0	0	5	0	8	0	0	0	0	5	0	25	0	3	0	6	3	1	0	0
miR-544	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	6	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0
miR-545	0	0	1	6	1	0	0	0	0	0	1	2	0	0	0	8	10	14	20	2	6	4	0	0	0	9	3	0	0	2	8	1	1	2	0	3	0	0	0	1	2	0	34	0	0	6	0	3	0	92	0	4	0	1	2	19	0	3
miR-545*	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	4	3	15	6	3	4	2	3	1	0	5	0	0	0	1	1	1	0	3	0	0	0	0	2	0	0	1	32	1	0	0	1	2	0	26	0	0	0	3	0	0	0	0
miR-548a-3p	1	0	0	0	0	0	0	0	0	2	0	2	1	1	0	2	6	2	4	12	1	12	0	2	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	14	0	0	1	0	1	0	6	0	1	0	0	0	2	0	0
miR-548a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
miR-548b-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	1	0	1	3	1	0	0	0	0	0	0	1	3	0	1	0	0	1	0	0	0	0	1	0	7	0	1	4	0	7	0	4	0	1	0	0	0	3	0	0
miR-548b-5p	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	2	9	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0
miR-548c-5p	1	0	0	5	1	0	0	1	0	1	1	6	6	3	0	10	33	17	16	8	14	14	1	5	0	19	13	2	0	2	12	1	1	6	0	4	0	2	0	0	0	1	44	0	1	13	0	20	0	48	0	2	0	0	6	6	0	1
miR-548d-3p	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	24	1	0	1	1	0	0	14	0	0	0	0	0	0	0	0
miR-548d-5p	0	0	1	0	0	0	0	1	1	1	2	0	2	0	1	3	3	5	1	3	4	2	7	4	0	9	13	19	0	0	10	1	1	2	0	5	0	1	0	0	0	0	6	2	2	6	6	10	0	4	0	2	0	0	9	21	0	5
miR-549-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	6	9	1	0	0	2	3	3	0	1	2	0	0	0	0	0	0	0	1	0	3	1	12	2	0	2	1	0	0	36	0	0	1	1	1	3	0	0
miR-549-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-550	0	1	0	0	0	0	0	0	2	0	0	0	7	3	0	3	0	1	3	1	1	3	2	4	0	1	0	8	0	2	25	0	1	2	0	4	0	7	0	1	1	0	1	1	0	0	0	4	0	4	0	1	0	1	0	2	0	0
miR-550*	0	0	0	0	0	0	0	0	0	0	0	2	1	5	4	1	0	2	0	1	5	2	1	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	5	0	3	1	9	0	6	0	2	0	2	2	7	0	0
miR-551a	0	0	0	0	0	0	0	1	0	0	0	0	1	16	0	0	0	1	0	0	57	0	3	0	0	1	3	0	0	1	11	0	0	0	0	5	1	0	0	0	1	0	0	0	0	7	0	12	0	5	0	3	1	2	6	15	0	10
miR-551b	1	0	0	0	1	0	0	0	1	0	0	1	1	22	1	0	1	3	0	1	11	1	0	0	0	16	5	0	0	0	19	3	1	1	1	0	0	0	0	0	15	0	5	2	0	17	0	40	0	8	1	13	0	26	6	13	0	0
miR-551b*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-556-3p	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0
miR-556-5p	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	2	0	0	0	15	0	1	0	0	3	1	0	0	0	5	0	1	0	0	2	0	0	0	1	5	0	1	2	0	4	2	4	0	3	0	2	0	0	2	7	0	0
miR-559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
miR-561-5p	0	2	0	0	0	0	0	1	1	1	0	2	1	0	0	1	8	4	7	6	4	16	1	2	0	10	4	3	0	1	2	0	0	2	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0
miR-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-570	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	4	4	2	2	2	6	5	1	0	0	5	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	4	0	0	1	0	2	0	7	0	0	0	0	1	2	0	0
miR-574-3p	27	83	65	194	76	4	2	204	24	250	80	347	544	298	29	859	934	787	968	1621	407	1016	117	138	85	711	244	101	69	39	255	20	12	28	20	31	7	27	99	16	424	35	581	220	6	54	8	263	0	819	10	178	5	11	129	250	10	6
miR-576-3p	0	0	1	1	1	0	1	3	0	6	1	1	11	3	1	8	8	5	4	28	4	36	5	5	8	16	5	4	0	0	5	0	0	0	0	5	0	0	0	0	0	0	10	1	0	7	0	5	0	9	0	10	0	0	2	5	1	0
miR-576-5p	0	0	0	1	0	0	0	3	2	1	0	0	1	2	1	2	15	19	5	5	8	7	3	0	0	6	6	2	0	1	15	1	1	0	1	0	0	0	1	0	3	2	82	4	1	9	2	28	0	67	0	0	0	0	3	21	0	2
miR-577	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	1	0	0	9	3	0	0	0	1	2	1	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	2	0	1	0	0
miR-579	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	4	1	1	1	1	0	0	14	0	0	0	1	0	1	0	0
miR-580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-582-3p	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	3	0	1	0	1	1	3	0	0	8	3	2	0	0	1	0	9	0	0	1	0	9	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	29	1	1	0
miR-582-5p	0	1	1	7	1	0	0	6	1	0	7	5	0	16	0	3	19	10	4	0	38	5	7	2	0	4	5	3	0	1	9	0	28	2	0	3	0	76	0	0	6	0	9	4	1	23	6	23	0	20	0	6	1	2	38	8	0	4
miR-584	0	0	0	0	0	0	0	1	1	1	0	0	4	1	0	1	2	14	5	1	1	2	1	0	0	9	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	18	1	0	0	1	1	0	9	0	0	0	2	1	2	0	0
miR-585	0	0	1	0	0	0	0	1	1	4	3	5	3	1	0	2	4	5	16	4	13	8	0	1	0	5	2	0	0	0	3	0	0	0	0	0	0	1	0	0	11	0	4	0	0	1	1	8	0	7	0	0	0	1	0	3	0	0
miR-589	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	5	1	0	1	8	1	0	0	0	7	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	11	0	0	7	1	15	0	14	0	6	0	0	8	4	0	0
miR-589*	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	10	0	1	0	0	1	0	0	0	1	4	0	0	0	0	1	0	1	0	0	1	0	4	0	0	2	1	4	0	2	0	6	0	0	4	8	0	1
miR-590-3p	0	0	8	20	2	0	0	14	5	18	9	27	6	7	3	35	126	105	63	42	45	51	12	3	0	49	41	8	0	3	12	16	3	14	0	0	0	4	8	3	20	1	150	5	0	10	3	73	0	224	1	0	0	6	2	59	0	0
miR-590-5p	3	2	6	30	7	0	0	3	4	9	9	12	5	15	2	8	26	19	60	15	121	32	7	1	0	160	25	6	0	9	87	17	19	24	0	17	0	12	0	2	31	0	201	8	0	26	1	162	0	279	1	40	0	12	39	136	2	0
miR-592	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	2	0	0	0	2	0	1	0	0	7	2	0	5	0	0	0	1	0	0	1	0	16	2	0	1	0	3	0	12	0	0	0	1	4	1	0	0
miR-597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-598	0	2	1	7	4	0	0	2	0	4	1	6	3	2	0	10	11	4	14	6	13	6	2	2	0	37	3	3	0	1	5	0	2	9	0	1	0	0	0	1	0	1	42	5	1	2	1	19	0	42	0	0	0	0	1	10	0	4
miR-599	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-603	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-605	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	5	0	1	0	0	0	1	0	0
miR-612	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-615-3p	3	0	2	2	0	1	1	6	0	4	2	10	29	108	0	13	0	15	26	1	58	4	7	0	5	149	2	1	0	6	9	1	0	1	0	14	1	7	1	0	6	0	10	4	0	1	2	17	0	5	0	58	0	18	31	17	0	0
miR-615-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-616	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	4	0	0	1	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	5	0	1	0	0	1	1	0	0
miR-616*	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	1	3	0	6	0	1	0	0	1	3	0	0
miR-617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-618	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	4	0	0	0	0	1	0	10	0	1	0	1	0	0	0	0
miR-622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-624	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	4	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
miR-624*	0	0	0	0	0	0	0	0	3	0	0	1	0	3	0	3	7	4	3	2	3	1	3	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	6	3	5	0	4	0	1	0	0	2	3	0	1
miR-625	1	0	1	0	1	0	0	7	2	1	0	1	1	0	0	0	1	2	0	0	5	2	1	3	0	2	2	2	0	2	1	3	0	2	1	5	0	0	1	0	0	1	1	8	1	5	0	7	0	5	1	0	0	0	3	1	0	0
miR-625*	0	0	2	1	1	0	0	16	0	2	1	0	3	2	1	0	2	2	0	6	14	3	12	2	0	2	1	31	0	2	2	0	1	1	0	6	0	2	2	0	5	0	0	3	0	4	3	14	0	4	0	0	0	0	2	4	0	0
miR-627	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	5	1	6	2	4	4	1	1	0	12	2	1	0	0	1	0	0	2	0	49	0	0	0	0	1	0	26	0	0	0	0	7	0	8	0	7	0	3	0	8	0	0
miR-628-3p	1	1	0	5	0	1	0	4	2	5	0	0	10	3	2	4	2	12	8	9	3	9	0	1	0	14	1	0	0	2	5	3	0	3	0	0	0	1	6	0	0	0	8	3	0	4	0	3	0	25	1	0	0	2	0	0	0	0
miR-628-5p	2	0	1	7	0	0	0	3	0	4	7	8	6	2	0	8	22	8	18	8	8	11	2	1	0	12	4	1	0	0	4	3	0	3	0	0	0	0	0	0	6	0	7	1	0	8	0	11	0	31	0	2	1	1	0	4	0	0
miR-629	0	1	1	0	1	0	0	13	2	25	1	1	116	1	3	64	7	12	5	70	3	73	6	14	35	29	1	5	0	2	6	3	2	1	0	9	0	4	0	1	8	0	183	7	0	9	1	5	0	57	0	15	1	4	10	14	0	0
miR-629*	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	2	1	0	0	9	0	0	0	0	1	1	0	1	1	68	0	5	0	0	8	0	5	0	0	4	0	19	2	1	18	1	61	0	31	0	65	0	0	17	194	0	0
miR-636	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
miR-639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-641	0	0	1	3	0	0	0	3	1	1	0	0	1	1	0	0	2	1	1	2	3	1	4	2	0	7	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	1	0	0	0	0	3	2	0	0
miR-642	0	0	0	0	0	1	0	7	1	1	0	0	1	2	0	3	0	5	7	14	52	6	14	1	0	55	31	40	0	1	7	2	0	0	0	6	0	0	3	0	8	0	45	4	0	12	0	30	0	61	0	14	0	7	14	18	0	0
miR-643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
miR-650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-651	0	1	1	2	0	0	0	5	0	3	0	0	0	0	0	8	14	10	11	7	10	24	3	0	0	12	7	1	0	0	18	4	3	6	0	4	1	4	1	1	2	6	109	6	4	3	0	6	0	59	1	2	2	5	2	6	1	0
miR-652	4	8	11	5	4	0	0	30	7	14	2	39	114	28	11	241	49	98	254	90	95	134	13	9	39	317	21	9	7	11	40	8	6	13	2	14	4	3	8	2	21	13	364	16	3	47	3	98	1	308	2	82	1	166	98	50	3	0
miR-653	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0	7	6	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	0	4	0	2	1	1	0	3	0	0	0	0	0	0
miR-654-3p	0	3	4	7	1	0	0	6	0	21	4	11	8	11	2	32	159	85	28	31	17	11	2	3	1	16	1	5	0	2	6	0	0	1	0	0	1	1	3	1	26	1	49	10	1	11	1	15	0	65	0	5	0	8	6	8	0	0
miR-654-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-655	0	0	0	8	0	0	0	1	0	6	4	5	2	2	0	16	126	47	38	14	15	15	1	2	0	33	15	0	9	3	1	1	0	0	0	0	0	0	3	3	11	0	27	1	0	2	0	8	0	47	0	3	1	0	1	5	0	0
